Row Labels,Count of movie_id,tite
94226,146,The Untouchables
3829920,145,Only the Brave
3530002,145,The Night Before
1972779,145,The Best of Me
1473832,145,Bridget Jones's Baby
1160996,145,The Colony
1172570,145,Bronson
2243537,144,A Haunted House
2244901,144,I Give It a Year
1800302,144,Gold
1596343,144,Fast Five
107818,144,Philadelphia
4361050,143,Ouija: Origin of Evil
2937696,143,Everybody Wants Some!!
1204977,143,Ouija
1599348,143,Safe House
1650062,143,Super 8
443543,143,The Illusionist
265086,143,Black Hawk Down
5095030,142,Ant-Man and the Wasp
5742374,142,You Were Never Really Here
1381404,142,The Company You Keep
1636826,142,Project X
1613750,142,Kon-Tiki
443465,142,Before We Go
417741,142,Harry Potter and the Half-Blood Prince
290334,142,X2
1258197,141,Exam
4853102,140,Batman: The Killing Joke
2281587,140,Muppets Most Wanted
2167202,140,Getaway
1932767,140,What Maisie Knew
1567609,140,Get the Gringo
926084,140,Harry Potter and the Deathly Hallows: Part 1
1563738,139,One Day
808151,139,Angels & Demons
373889,139,Harry Potter and the Order of the Phoenix
56592,139,To Kill a Mockingbird
5657856,138,Brawl in Cell Block 99
4731136,138,A Cure for Wellness
1258972,138,The Man with the Iron Fists
1655442,138,The Artist
822854,138,Shooter
332452,138,Troy
190590,138,"O Brother, Where Art Thou?"
96874,138,Back to the Future Part II
96283,138,My Neighbor Totoro
70047,138,The Exorcist
93870,138,RoboCop
2231253,137,Wild Card
1242460,137,We Need to Talk About Kevin
756683,137,The Man from Earth
3850590,136,Krampus
1726669,136,Killer Joe
2125435,136,Beasts of the Southern Wild
1866249,136,The Sessions
2017020,136,The Smurfs 2
181689,136,Minority Report
114709,136,Toy Story
2802154,135,Leviathan
1385826,135,The Adjustment Bureau
1596365,135,The Woman in Black
1298650,135,Pirates of the Caribbean: On Stranger Tides
467406,135,Juno
314331,135,Love Actually
396171,135,Perfume: The Story of a Murderer
117913,135,A Time to Kill
51201,135,Witness for the Prosecution
2262227,134,The Book of Life
2350496,134,The Lunchbox
1767354,134,Odd Thomas
1764183,134,Arbitrage
1675192,134,Take Shelter
477302,134,Extremely Loud & Incredibly Close
1124037,134,Free State of Jones
84787,134,The Thing
5592248,133,The Beguiled
3077214,133,Suffragette
2294677,133,In a World...
1679335,133,Trolls
1611224,133,Abraham Lincoln: Vampire Hunter
325710,133,The Last Samurai
181875,133,Almost Famous
4622512,132,Battle of the Sexes
4465564,132,Fifty Shades Darker
2935476,132,Far from the Madding Crowd
2387499,132,Keeping Up with the Joneses
1308729,132,Bullet to the Head
1572315,132,Texas Chainsaw 3D
959337,132,Revolutionary Road
104257,132,A Few Good Men
3841424,131,Land of Mine
4080728,131,A Man Called Ove
1772250,131,The Hidden Face
1243974,131,Aloha
1334260,131,Never Let Me Go
1291570,131,Solace
1632708,131,Friends with Benefits
372183,131,The Bourne Supremacy
383574,131,Pirates of the Caribbean: Dead Man's Chest
75148,131,Rocky
4016934,130,The Handmaiden
1666801,130,The DUFF
1614989,130,Headhunters
1060277,130,Cloverfield
787474,130,The Boxtrolls
2870708,129,Wish I Was Here
1691916,129,Before I Fall
1462758,129,Buried
1082807,128,The Belko Experiment
1092026,128,Paul
3748172,127,Gerald's Game
2557478,127,Pacific Rim: Uprising
2091473,127,Promised Land
1772288,127,Danny Collins
1758595,127,Diana
1375670,127,Grown Ups
1220719,127,Ip Man
1028528,127,Death Proof
401729,127,John Carter
232500,127,The Fast and the Furious
2771372,126,Veronica Mars
2368619,126,Bastille Day
1596350,126,This Means War
976051,126,The Reader
414993,126,The Fountain
120601,126,Being John Malkovich
119177,126,Gattaca
4714782,125,Personal Shopper
2402101,125,Dark Places
2967224,125,Hot Pursuit
1915581,125,Magic Mike
1399683,125,Winter's Bone
289879,125,The Butterfly Effect
3544082,124,45 Years
2510894,124,Hotel Transylvania 2
1527186,124,Melancholia
1413492,124,12 Strong
382625,124,The Da Vinci Code
96895,124,Batman
79501,124,Mad Max
87332,124,Ghostbusters
3966404,123,Mustang
2083383,123,Trouble with the Curve
1389072,123,Downsizing
907657,123,Once
116629,123,Independence Day
31381,123,Gone with the Wind
2932536,122,47 Meters Down
1041829,122,The Proposal
830515,122,Quantum of Solace
1125849,122,The Wrestler
398286,122,Tangled
118749,122,Boogie Nights
43014,122,Sunset Boulevard
5478478,121,Hostiles
4624424,121,Storks
4044364,121,Citizenfour
3612616,121,Mommy
1742044,121,Jersey Boys
1360860,121,About Elly
1571249,121,The Skeleton Twins
986233,121,Hunger
910936,121,Pineapple Express
289043,121,28 Days Later
119698,121,Princess Mononoke
4540710,120,Miss Sloane
4686844,120,The Death of Stalin
2261331,120,Black Sea
2218003,120,Closed Circuit
1549572,120,Another Earth
1412386,120,The Best Exotic Marigold Hotel
758774,120,Body of Lies
449467,120,Babel
113247,120,La Haine
64116,120,Once Upon a Time in the West
3332064,119,Pan
1837709,119,Winter's Tale
1320253,119,The Expendables
1478338,119,Bridesmaids
944835,119,Salt
265666,119,The Royal Tenenbaums
3717252,118,Underworld: Blood Wars
4680182,118,Colossal
2582502,118,Fathers and Daughters
2167266,118,Tracks
1692486,118,Carnage
458413,118,A Long Way Down
2910814,117,The Signal
2103217,117,Maniac
1859650,117,To Rome with Love
1991245,117,Chernobyl Diaries
1791682,117,While We're Young
477080,117,Unstoppable
1037705,117,The Book of Eli
221027,117,Blow
33467,117,Citizen Kane
4781612,116,Imperium
2243389,116,I'm So Excited!
2452042,116,The Peanuts Movie
3170902,116,Theeb
1754656,116,The Little Prince
2172584,116,Maps to the Stars
414387,116,Pride & Prejudice
118971,116,The Devil's Advocate
2626350,115,Step Up All In
2450186,115,V/H/S/2
1399103,115,Transformers: Dark of the Moon
1148204,115,Orphan
151804,115,Office Space
4048272,114,Toni Erdmann
3247714,114,Survivor
2345112,114,Parkland
2758880,114,Winter Sleep
2515086,114,One Direction: This Is Us
1327194,114,The Lucky One
1496422,114,The Paperboy
1540011,114,Blair Witch
458352,114,The Devil Wears Prada
804497,114,It's Kind of a Funny Story
478304,114,The Tree of Life
418279,114,Transformers
2493486,113,Last Knights
2023690,113,Sightseers
408236,113,Sweeney Todd: The Demon Barber of Fleet Street
395169,113,Hotel Rwanda
420223,113,Stranger Than Fiction
215750,113,Enemy at the Gates
99088,113,Back to the Future Part III
46912,113,Dial M for Murder
4139124,112,Keanu
2461150,112,Masterminds
1951181,112,The Immigrant
2072233,112,Sleepless
1595656,112,To the Wonder
887883,112,Burn After Reading
134119,112,The Talented Mr. Ripley
109686,112,Dumb and Dumber
53604,112,The Apartment
53291,112,Some Like It Hot
4547056,111,The Girl with All the Gifts
2702724,111,The Boss
1881002,111,Maggie
1311071,111,Kill Your Darlings
432283,111,Fantastic Mr. Fox
53125,111,North by Northwest
3616916,110,The Wave
3922818,110,The Space Between Us
3808342,110,Son of Saul
1336608,110,Rock of Ages
1626146,110,Hector and the Search for Happiness
1068680,110,Yes Man
903657,110,Love & Mercy
805564,110,Lars and the Real Girl
1013752,110,Fast & Furious
431021,110,The Possession
147800,110,10 Things I Hate About You
45152,110,Singin' in the Rain
2752772,109,Sinister 2
2515034,109,The Gunman
1814621,109,Admission
1971325,109,Automata
1588170,109,I Saw the Devil
498381,109,Rings
449088,109,Pirates of the Caribbean: At World's End
277027,109,I Am Sam
379725,109,Capote
230600,109,The Others
317740,109,The Italian Job
99487,109,Edward Scissorhands
118884,109,Contact
79522,109,Manhattan
89218,109,The Goonies
79116,109,Escape from Alcatraz
77416,109,The Deer Hunter
2016940,108,Man of Tai Chi
844471,108,Cloudy with a Chance of Meatballs
405422,108,The 40 Year Old Virgin
80678,108,The Elephant Man
3606752,107,Cars 3
2652092,107,The Good Lie
2452254,107,Clouds of Sils Maria
2396589,107,Mudbound
3064298,107,Man Up
1133985,107,Green Lantern
356910,107,Mr. & Mrs. Smith
387564,107,Saw
117060,107,Mission: Impossible
145487,107,Spider-Man
92099,107,Top Gun
70666,107,Serpico
61722,107,The Graduate
5657846,106,Daddy's Home 2
3758172,106,Jungle
5164432,106,"Love, Simon"
1712170,106,Alex Cross
1189073,106,The Skin I Live In
1386588,106,The Other Guys
238380,106,Equilibrium
4468740,105,Paddington 2
4669986,105,Loving
5104604,105,Isle of Dogs
2333804,105,The Zero Theorem
2339741,105,The Woman in Black 2: Angel of Death
1748227,105,The Collection
1976009,105,Victor Frankenstein
1999995,105,Would You Rather
1629757,105,Chasing Mavericks
1486192,105,The Raven
1242422,105,Cell 211
438488,105,Terminator Salvation
289765,105,Red Dragon
116367,105,From Dusk Till Dawn
120663,105,Eyes Wide Shut
4385888,104,20th Century Women
3276924,104,Heist
1424432,104,Senna
1055369,104,Transformers: Revenge of the Fallen
758752,104,Love & Other Drugs
838221,104,The Darjeeling Limited
388795,104,Brokeback Mountain
196229,104,Zoolander
119528,104,Liar Liar
91763,104,Platoon
50825,104,Paths of Glory
3553442,103,Whiskey Tango Foxtrot
2375605,103,The Act of Killing
2938956,103,The Transporter Refueled
2105044,103,V/H/S
1894476,103,How I Live Now
1964624,103,In the House
1716777,103,People Like Us
938330,103,Silent Hill: Revelation 3D
1014759,103,Alice in Wonderland
448157,103,Hancock
118694,103,In the Mood for Love
7784604,102,Hereditary
5323662,102,A Silent Voice
2400463,102,The Invitation
993842,102,Hanna
1023114,102,The Way Back
978762,102,Mary and Max
349903,102,Ocean's Twelve
4995790,101,The Square
2401807,101,Rage
3181822,101,The Boy Next Door
2638144,101,Ben-Hur
2318092,101,Endless Love
1748179,101,Red Lights
983193,101,The Adventures of Tintin
942385,101,Tropic Thunder
98635,101,When Harry Met Sally...
2279373,100,The SpongeBob Movie: Sponge Out of Water
2891174,100,99 Homes
1616195,100,J. Edgar
1623288,100,ParaNorman
1104001,100,TRON: Legacy
316654,100,Spider-Man 2
416320,100,Match Point
112384,100,Apollo 13
108399,100,True Romance
63522,100,Rosemary's Baby
82694,100,Mad Max 2
87469,100,Indiana Jones and the Temple of Doom
47478,100,Seven Samurai
2109184,99,Paranormal Activity 4
2085910,99,Room 237
1758810,99,The Snowman
1195478,99,The Five-Year Engagement
1645155,99,Erased
1032755,99,RockNRolla
497465,99,Vicky Cristina Barcelona
425210,99,Lucky Number Slevin
429493,99,The A-Team
245712,99,Amores perros
108394,99,Three Colors: Blue
93779,99,The Princess Bride
58461,99,A Fistful of Dollars
3387542,98,The Forest
5726086,98,Insidious: The Last Key
3960412,98,Popstar: Never Stop Never Stopping
2059171,98,13 Sins
2097298,98,"McFarland, USA"
373469,98,Kiss Kiss Bang Bang
375063,98,Sideways
5143226,97,12 Feet Deep
1976000,97,The Two Faces of January
2103267,97,Adore
1772264,97,Stonehearst Asylum
2235779,97,The Quiet Ones
443680,97,The Assassination of Jesse James by the Coward Robert Ford
472043,97,Apocalypto
493405,97,CHiPS
289992,97,The Life of David Gale
315733,97,21 Grams
65207,97,Where Eagles Dare
97576,97,Indiana Jones and the Last Crusade
50976,97,The Seventh Seal
79417,97,Kramer vs. Kramer
2991224,96,Tangerines
2101569,96,In Your Eyes
1932718,96,Thanks for Sharing
1568911,96,War Horse
1198156,96,You're Not You
1656190,96,Safe
1567437,96,The Voices
493464,96,Wanted
266308,96,Battle Royale
385002,96,Green Street Hooligans
106519,96,Carlito's Way
174856,96,The Hurricane
40746,96,Rope
93773,96,Predator
4225622,95,The Babysitter
4326444,95,Julieta
3630276,95,#N/A
3398268,95,When Marnie Was There
2555736,95,The Second Best Exotic Marigold Hotel
2011159,95,No Good Deed
2171867,95,Empire State
106856,95,Falling Down
101540,95,Cape Fear
119094,95,Face/Off
119567,95,The Lost World: Jurassic Park
59578,95,For a Few Dollars More
64115,95,Butch Cassidy and the Sundance Kid
80339,95,Airplane!
3922798,94,The Siege of Jadotville
1698641,94,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
1007029,94,The Iron Lady
420293,94,The Stanford Prison Experiment
413300,94,Spider-Man 3
322259,94,2 Fast 2 Furious
116695,94,Jerry Maguire
128445,94,Rushmore
1865505,93,Song of the Sea
1462900,93,The Grandmaster
1232200,93,That's My Boy
1374989,93,Pride and Prejudice and Zombies
1276419,93,A Royal Affair
765010,93,Brothers
453467,93,Dj Vu
407304,93,War of the Worlds
251160,93,John Q
163978,93,The Beach
102685,93,Point Break
120363,93,Toy Story 2
120591,93,Armageddon
85794,93,The King of Comedy
83907,93,The Evil Dead
40522,93,Bicycle Thieves
74285,93,Carrie
4824302,92,Mother's Day
3721936,92,American Honey
5001718,92,"Everything, Everything"
5638642,92,The Ritual
2872750,92,Shaun the Sheep Movie
3344680,92,Boyka: Undisputed IV
1704573,92,Bernie
1188996,92,My Name Is Khan
1488555,92,The Change-Up
1465522,92,Tucker and Dale vs Evil
1592525,92,Lockout
838283,92,Step Brothers
986264,92,Taare Zameen Par
1142977,92,Frankenweenie
463854,92,28 Weeks Later
212985,92,Hannibal
183649,92,Phone Booth
46250,92,Roman Holiday
27977,92,Modern Times
56172,92,Lawrence of Arabia
2326612,91,The Captive
2388637,91,Ain't Them Bodies Saints
1971352,91,Compliance
1175709,91,All Good Things
1646987,91,Wrath of the Titans
462335,91,High-Rise
463985,91,The Fast and the Furious: Tokyo Drift
362270,91,The Life Aquatic with Steve Zissou
399295,91,Lord of War
319343,91,Elf
103776,91,Batman Returns
203009,91,Moulin Rouge!
140352,91,The Insider
106677,91,Dazed and Confused
3606888,90,A Street Cat Named Bob
2473510,90,Paranormal Activity: The Ghost Dimension
2467046,90,Left Behind
2172935,90,Metallica: Through the Never
1855325,90,Resident Evil: Retribution
1564367,90,Just Go with It
1196948,90,Charlie Countryman
368226,90,The Room
319262,90,The Day After Tomorrow
424136,90,Hard Candy
404978,90,Gambit
343818,90,"I, Robot"
106977,90,The Fugitive
181852,90,Terminator 3: Rise of the Machines
119116,90,The Fifth Element
3416744,89,The End of the Tour
1727770,89,Absolutely Anything
1895315,89,Brimstone
1228987,89,Let Me In
455590,89,The Last King of Scotland
1057500,89,Invictus
457939,89,The Holiday
301357,89,"Good bye, Lenin!"
268126,89,Adaptation.
337978,89,Live Free or Die Hard
120755,89,Mission: Impossible II
103644,89,Alien
113497,89,Jumanji
71853,89,Monty Python and the Holy Grail
21749,89,City Lights
6304162,88,Loveless
3472226,88,Kung Fury
3450650,88,Paul Blart: Mall Cop 2
4799050,88,Rough Night
2402105,88,Dom Hemingway
2637294,88,Hot Tub Time Machine 2
1315981,88,A Single Man
1403981,88,Remember Me
1506999,88,Haywire
1656186,88,Stolen
375912,88,Layer Cake
274558,88,The Hours
125439,88,Notting Hill
94737,88,Big
74958,88,Network
4954522,87,Raw
4765284,87,Pitch Perfect 3
3171832,87,iBoy
2268016,87,Magic Mike XXL
1937264,87,Now Is Good
1440292,87,Submarine
340855,87,Monster
317919,87,Mission: Impossible III
112864,87,Die Hard: With a Vengeance
100150,87,Miller's Crossing
83866,87,E.T. the Extra-Terrestrial
72684,87,Barry Lyndon
97958,87,National Lampoon's Christmas Vacation
4758646,86,War Machine
2720680,86,The Salvation
3179568,86,"Men, Women & Children"
2368553,86,Assault on Wall Street
2918436,86,The Lazarus Effect
2752200,86,Young & Beautiful
1920849,86,Bachelorette
1731697,86,The Lords of Salem
1217613,86,Battle: Los Angeles
1139797,86,Let the Right One In
3137630,85,David Brent: Life on the Road
2059255,85,No
1905040,85,The Dyatlov Pass Incident
2034139,85,The Last Exorcism Part II
1294970,85,The Angriest Man in Brooklyn
1657507,85,Colombiana
448134,85,Sunshine
450385,85,1408
489099,85,Jumper
367594,85,Charlie and the Chocolate Factory
212720,85,A.I. Artificial Intelligence
104691,85,The Last of the Mohicans
87800,85,A Nightmare on Elm Street
61512,85,Cool Hand Luke
3860916,84,Cargo
3416828,84,Ice Age: Collision Course
4520364,84,Morgan
2537176,84,I Spit on Your Grave 2
1667310,84,Deadfall
2113681,84,The 100 Year-Old Man Who Climbed Out the Window and Disappeared
1929263,84,Heaven is for Real
1190080,84,2012
1441952,84,Salmon Fishing in the Yemen
918927,84,Doubt
281358,84,A Walk to Remember
377092,84,Mean Girls
399146,84,A History of Violence
360486,84,Constantine
163025,84,Jurassic Park III
104348,84,Glengarry Glen Ross
90756,84,Blue Velvet
77651,84,Halloween
5121816,83,The Bar
4257858,83,Going Clear: Scientology and the Prison of Belief
2358925,83,Unfinished Business
2752758,83,Devil's Due
1666185,83,All Eyez on Me
2140619,83,Two Night Stand
1727776,83,Scouts Guide to the Zombie Apocalypse
1758692,83,Like Crazy
1654523,83,Night Train to Lisbon
496806,83,Ocean's Thirteen
985694,83,Machete
1019452,83,A Serious Man
376541,83,Closer
386588,83,Hitch
360717,83,King Kong
134847,83,Pitch Black
172493,83,"Girl, Interrupted"
75860,83,Close Encounters of the Third Kind
36775,83,Double Indemnity
3813310,82,Cop Car
2101473,82,The Physician
1441953,82,Testament of Youth
1111422,82,The Taking of Pelham 1 2 3
857190,82,The Sweeney
1047540,82,Parental Guidance
104431,82,Home Alone 2: Lost in New York
110632,82,Natural Born Killers
47296,82,On the Waterfront
60827,82,Persona
77631,82,Grease
4769836,81,The Do-Over
3174376,81,Before I Wake
1540128,81,Playing for Keeps
1284575,81,Bad Teacher
1532503,81,Beginners
272338,81,Punch-Drunk Love
111257,81,Speed
101410,81,Barton Fink
119643,81,Meet Joe Black
118880,81,Con Air
110322,81,Legends of the Fall
6214928,80,1922
4229236,80,Cobain: Montage of Heck
2343793,80,Third Person
1713476,80,The Bay
1524137,80,Contraband
1568921,80,The Secret World of Arrietty
1063669,80,The Wave
800039,80,Forgetting Sarah Marshall
1018765,80,Our Brand Is Crisis
471042,80,Tower Heist
308644,80,Finding Neverland
110475,80,The Mask
57115,80,The Great Escape
5816682,79,Victoria & Abdul
5595168,79,Kingsglaive: Final Fantasy XV
3666024,79,The Red Turtle
1810683,79,Little Boy
1758795,79,The To Do List
2034031,79,Laggies
2238050,79,White Bird in a Blizzard
1253864,79,Immortals
1243957,79,The Tourist
478311,79,Knocked Up
1155056,79,"I Love You, Man"
1099212,79,Twilight
320661,79,Kingdom of Heaven
120660,79,Enemy of the State
138704,79,Pi
100802,79,Total Recall
120731,79,The Legend of 1900
145681,79,The Bone Collector
117571,79,Scream
22100,79,M
2326554,78,A Girl Walks Home Alone at Night
2784678,78,Top Five
3086442,78,Goodnight Mommy
2032557,78,The Reluctant Fundamentalist
1235166,78,A Prophet
1091722,78,Adventureland
1046173,78,G.I. Joe: The Rise of Cobra
408306,78,Munich
234215,78,The Matrix Reloaded
67116,78,The French Connection
32138,78,The Wizard of Oz
5065822,77,Ronaldo
3722070,77,The Lady in the Van
2756032,77,The One I Love
2195548,77,Prince Avalanche
2088003,77,Big Game
1709143,77,The Last Days on Mars
1588334,77,"Jeff, Who Lives at Home"
1437358,77,Sleep Tight
1001526,77,Megamind
396269,77,Wedding Crashers
409847,77,Cowboys & Aliens
348150,77,Superman Returns
117500,77,The Rock
144117,77,The Boondock Saints
3411444,76,Ferdinand
4877122,76,The Emoji Movie
2390237,76,Cuban Fury
1687901,76,The Awakening
1639084,76,Tallulah
478087,76,21
1132620,76,The Girl with the Dragon Tattoo
363988,76,Secret Window
362225,76,Tell No One
242653,76,The Matrix Revolutions
109506,76,The Crow
41959,76,The Third Man
83944,76,First Blood
5783956,75,When We First Met
2452200,75,Son of a Gun
2076220,75,Holy Motors
1277953,75,Madagascar 3: Europe's Most Wanted
1625346,75,Young Adult
1456635,75,Goon
1034303,75,Defiance
472399,75,The Mechanic
443453,75,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
296572,75,The Chronicles of Riddick
210945,75,Remember the Titans
258000,75,Panic Room
106489,75,A Bronx Tale
119081,75,Event Horizon
70511,75,Papillon
44079,75,Strangers on a Train
4218696,74,The Wall
3390572,74,Haider
4181052,74,Special Correspondents
2785032,74,The Little Death
3253930,74,Marshland
2669336,74,Time Lapse
2258345,74,Fading Gigolo
3099498,74,Tusk
2398231,74,The Homesman
2094064,74,Much Ado About Nothing
2239832,74,Think Like a Man Too
1823664,74,Annie
1921149,74,Trash
1441951,74,Quartet
1226240,74,A Late Quartet
1462769,74,The Odd Life of Timothy Green
814255,74,Percy Jackson & the Olympians: The Lightning Thief
307901,74,25th Hour
317219,74,Cars
332379,74,School of Rock
311113,74,Master and Commander: The Far Side of the World
117665,74,Sleepers
123755,74,Cube
107688,74,The Nightmare Before Christmas
100405,74,Pretty Woman
56869,74,The Birds
94721,74,Beetlejuice
89927,74,Rocky IV
4176826,73,Look Who's Back
6000478,73,"Roman J. Israel, Esq."
4196848,73,Mr. Church
3369806,73,Max
3319920,73,Regression
2331143,73,"Like Father, Like Son"
2071550,73,Open Grave
1772925,73,Jiro Dreams of Sushi
2140203,73,Wolf Children
978764,73,Sucker Punch
302886,73,Old School
333766,73,Garden State
154506,73,Following
113118,73,Friday
104797,73,Malcolm X
120768,73,The Negotiator
103074,73,Thelma & Louise
183505,73,"Me, Myself & Irene"
93409,73,Lethal Weapon
87363,73,Gremlins
79817,73,Rocky II
4481514,72,The House
5052474,72,Sicario: Day of the Soldado
2378507,72,The Glass Castle
3289728,72,Equals
1686821,72,Vampire Academy
1571222,72,A Dangerous Method
1659338,72,The Numbers Station
1013743,72,Knight and Day
974661,72,17 Again
441773,72,Kung Fu Panda
804463,72,Devil's Knot
955308,72,Robin Hood
427944,72,Thank You for Smoking
401383,72,The Diving Bell and the Butterfly
195685,72,Erin Brockovich
103639,72,Aladdin
102536,72,Night on Earth
90728,72,Big Trouble in Little China
83987,72,Gandhi
74119,72,All the President's Men
5133308,71,At the End of the Tunnel
3787590,71,We Are Your Friends
2888046,71,Ip Man 3
2576852,71,The Tale of the Princess Kaguya
1753383,71,A Dog's Purpose
1826590,71,About Last Night
2039338,71,Flatliners
2084989,71,Upstream Color
2095649,71,Grace of Monaco
1535438,71,Hope Springs
1411238,71,No Strings Attached
1396226,71,Twice Born
832266,71,"Definitely, Maybe"
1155076,71,The Karate Kid
479143,71,Rocky Balboa
452694,71,The Time Traveler's Wife
299658,71,Chicago
367882,71,Indiana Jones and the Kingdom of the Crystal Skull
168629,71,Dancer in the Dark
101414,71,Beauty and the Beast
102138,71,JFK
5862312,70,Veronica
5895028,70,13th
3352390,70,Friend Request
2309260,70,The Gallows
2304953,70,Reasonable Doubt
2494280,70,Stretch
2473602,70,Get on Up
1730768,70,The Zookeeper's Wife
1247690,70,Serena
1470827,70,Monsters
1323045,70,Frozen
1192628,70,Rango
1013753,70,Milk
462504,70,Rescue Dawn
1077258,70,Planet Terror
929632,70,Precious
464141,70,The Orphanage
337692,70,On the Road
109445,70,Clerks
119654,70,Men in Black
146882,70,High Fidelity
59742,70,The Sound of Music
63442,70,Planet of the Apes
82096,70,Das Boot
3698408,69,Pek Yaknda
3564472,69,Girls Trip
7057496,69,Forgotten
6018306,69,Last Flag Flying
5716464,69,Breathe
5215952,69,The Wailing
2404181,69,Belle
2479478,69,The Ridiculous 6
2473794,69,Mr. Turner
2238032,69,Skiptrace
1740707,69,Troll Hunter
2222394,69,We Are The Nobles
1441326,69,Martha Marcy May Marlene
1226271,69,The Damned United
1540133,69,The Guard
1187064,69,Triangle
1314655,69,Devil
1137450,69,Death Wish
430105,69,Four Brothers
272152,69,K-PAX
431308,69,P.S. I Love You
213149,69,Pearl Harbor
101507,69,Boyz n the Hood
162661,69,Sleepy Hollow
132477,69,October Sky
53198,69,The 400 Blows
3797868,68,The Choice
4196450,68,The Birth of a Nation
5640450,68,ARQ
5607714,68,On Body and Soul
2479800,68,Palo Alto
2717860,68,The Riot Club
3297330,68,Good Kill
2355495,68,Barefoot
2872462,68,Mistress America
1663207,68,Life of Crime
1872818,68,Liberal Arts
1512235,68,Super
1297919,68,Blitz
1655420,68,My Week with Marilyn
1244754,68,Conviction
1605630,68,American Reunion
1127180,68,Drag Me to Hell
817177,68,Flipped
989757,68,Dear John
350258,68,Ray
363547,68,Dawn of the Dead
327597,68,Coraline
399201,68,The Island
257360,68,About Schmidt
118583,68,Alien Resurrection
120201,68,Starship Troopers
99348,68,Dances with Wolves
97239,68,Driving Miss Daisy
86465,68,Trading Places
80455,68,The Blues Brothers
6878038,67,A Taxi Driver
3321300,67,Spooks: The Greater Good
2106651,67,Spectral
2101383,67,Knight of Cups
2172985,67,The Art of the Steal
1959332,67,American Mary
1586265,67,What to Expect When You're Expecting
1658837,67,The Tall Man
1439572,67,Perfect Sense
800320,67,Clash of the Titans
473075,67,Prince of Persia: The Sands of Time
307987,67,Bad Santa
335345,67,The Passion of the Christ
107614,67,Mrs. Doubtfire
130827,67,Run Lola Run
185937,67,The Blair Witch Project
87884,67,"Paris, Texas"
89530,67,Mad Max Beyond Thunderdome
42876,67,Rashomon
94625,67,Akira
55928,67,Dr. No
61418,67,Bonnie and Clyde
3499096,66,Race
5710514,66,I Don't Feel at Home in This World Anymore
3172532,66,The Diary of a Teenage Girl
2382298,66,Life Itself
3311384,66,The Class of '92
2083355,66,The Best Man Holiday
2070862,66,Temptation: Confessions of a Marriage Counselor
1621045,66,Think Like a Man
1496025,66,Underworld: Awakening
1598642,66,Z for Zachariah
1164999,66,Biutiful
1020530,66,Eden Lake
486822,66,Disturbia
472062,66,Charlie Wilson's War
473705,66,State of Play
870984,66,Antichrist
1058017,66,The Invention of Lying
949731,66,The Happening
286106,66,Signs
381707,66,White Chicks
343660,66,50 First Dates
309987,66,The Dreamers
106308,66,Army of Darkness
116209,66,The English Patient
167190,66,Hellboy
138097,66,Shakespeare in Love
94898,66,Coming to America
84516,66,Poltergeist
93894,66,The Running Man
58331,66,Mary Poppins
5990474,65,Columbus
4897822,65,Where to Invade Next
2304426,65,The Selfish Giant
3165612,65,Sleeping with Other People
1838544,65,Gone
1995390,65,Our Kind of Traitor
1620935,65,Bleed for This
1637706,65,Our Idiot Brother
1586752,65,Machine Gun Preacher
1464540,65,I Am Number Four
1410063,65,The Flowers of War
1405365,65,Celeste & Jesse Forever
914863,65,Unthinkable
486655,65,Stardust
770802,65,Samsara
465538,65,Michael Clayton
450188,65,La Vie en Rose
481369,65,The Number 23
298130,65,The Ring
408790,65,Flightplan
241303,65,Chocolat
435625,65,The Descent
112442,65,Bad Boys
70379,65,Mean Streets
3405236,64,Raees
3704050,64,Remember
4257926,64,Miracles from Heaven
2317225,64,The Machine
2309021,64,We Are What We Are
3149038,64,X+Y
2396566,64,20 Feet from Stardom
2112124,64,Chennai Express
1838603,64,Mr. Morgan's Last Love
1448755,64,Killer Elite
1242432,64,I Spit on Your Grave
425061,64,Get Smart
259711,64,Vanilla Sky
122690,64,Ronin
200465,64,The Bank Job
93748,64,"Planes, Trains and Automobiles"
92890,64,Dirty Dancing
75005,64,The Omen
92965,64,Empire of the Sun
92991,64,Evil Dead II
52618,64,Ben-Hur
6304046,63,Thelma
6788942,63,Bad Genius
2509850,63,The Rewrite
1911662,63,Vehicle 19
2112096,63,Absolutely Fabulous: The Movie
2097307,63,Hit & Run
1277737,63,The Stoning of Soraya M.
1279935,63,Date Night
1379182,63,Dogtooth
448011,63,Knowing
480025,63,This Is England
1139328,63,The Ghost Writer
393162,63,Coach Carter
245844,63,The Count of Monte Cristo
99423,63,Die Hard 2
109707,63,Ed Wood
109040,63,Ace Ventura: Pet Detective
120611,63,Blade
129387,63,There's Something About Mary
86960,63,Beverly Hills Cop
97216,63,Do the Right Thing
93105,63,"Good Morning, Vietnam"
3707104,62,Mine
3859076,62,Truth
5286444,62,Neerja
2531344,62,Blockers
3335606,62,Berlin Syndrome
2852406,62,Omar
2528814,62,God's Not Dead
2725962,62,What We Did on Our Holiday
1592281,62,Take This Waltz
1527788,62,The Man from Nowhere
486576,62,Fantastic 4: Rise of the Silver Surfer
876563,62,Ponyo
842926,62,The Kids Are All Right
477347,62,Night at the Museum
1038988,62,[REC]
990407,62,The Green Hornet
